month,territory,district,region,specialty,payer_channel,trx_units,trx_dollars,trx_normalized,nrx,nbrx,market_trx,market_nrx,il17_competitor_a_trx,il17_competitor_b_trx,advanced_other_trx,il17_class_trx,advanced_therapy_trx
2024-07,W-END-01,West District 1,West,Endocrinology,Cash,118.785729,12828.85867,121.161443,24.351073,15.584688,1486.961741,304.827156,228.576679,179.595964,960.003369,526.958372,1486.961741
2024-07,W-END-01,West District 1,West,Endocrinology,Medicare Part D,88.826837,9209.56651,87.050301,18.209502,12.382461,1168.809908,239.60603,182.214475,143.168516,754.600081,414.209827,1168.809908
2024-07,W-END-02,West District 2,West,Endocrinology,Commercial,125.17098,14599.943207,125.17098,25.660052,18.218637,1469.60222,301.268454,221.555835,174.079585,948.79582,520.8064,1469.60222
2024-07,W-END-02,West District 2,West,Endocrinology,Medicaid,82.193329,7279.041196,78.083663,16.849633,12.637224,1081.221995,221.65051,168.54688,132.429691,698.052095,383.1699,1081.221995
2024-07,W-PCP-01,West District 1,West,Primary Care,Cash,51.245678,4509.619549,52.270591,12.042734,7.707351,847.930426,190.784345,131.444889,103.278127,561.961732,285.968694,847.930426
2024-07,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,58.94355,4979.551151,57.764679,13.851734,9.41918,1124.836092,253.088121,179.431244,140.981691,745.479607,379.356485,1124.836092
2024-07,W-PCP-02,West District 2,West,Primary Care,Commercial,72.374598,6878.481777,72.374598,17.00803,12.075701,1125.104832,253.148586,171.960612,135.11191,745.657711,379.44712,1125.104832
2024-07,W-PCP-02,West District 2,West,Primary Care,Medicaid,93.169357,6723.100753,88.51089,21.894798,16.4211,1083.364609,243.757038,152.432373,119.768294,717.994584,365.370025,1083.364609
2024-08,E-CAR-01,East District 1,East,Cardiology,Commercial,185.581509,25253.931884,185.581509,30.620949,21.740874,1656.977765,306.540887,225.997037,177.569102,1067.830116,589.147649,1656.977765
2024-08,E-CAR-01,East District 1,East,Cardiology,Medicaid,178.696285,18462.900012,169.761469,29.484887,22.113666,1595.502532,295.167969,217.612362,170.981144,1028.212742,567.28979,1595.502532
2024-08,E-CAR-02,East District 2,East,Cardiology,Cash,183.239534,23088.181387,186.904327,30.234524,19.350095,1636.067275,302.672447,223.145034,175.32824,1054.354467,581.712808,1636.067275
2024-08,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,209.287034,25315.359562,205.101291,34.532361,23.482005,1868.634228,345.697332,254.865099,200.251149,1204.230946,664.403282,1868.634228
2024-08,E-END-01,East District 1,East,Endocrinology,Commercial,126.252336,14726.072483,126.252336,25.881729,18.376026,1250.02313,256.254741,177.373458,139.364859,807.032477,442.990653,1250.02313
2024-08,E-END-01,East District 1,East,Endocrinology,Medicaid,118.889295,10528.836034,112.94483,24.372305,18.279229,1177.121742,241.309957,167.029033,131.237097,759.966316,417.155426,1177.121742
2024-08,E-END-02,East District 2,East,Endocrinology,Cash,138.645516,14973.715901,141.418428,28.422331,18.190292,1481.803332,303.769684,216.43148,170.053305,956.673031,525.130301,1481.803332
2024-08,E-END-02,East District 2,East,Endocrinology,Medicare Part D,148.314736,15377.271777,145.348441,30.404521,20.675074,1468.462729,301.034858,208.369193,163.718653,948.060147,520.402582,1468.462729
2024-08,E-PCP-01,East District 1,East,Primary Care,Commercial,112.645332,10705.812356,112.645332,26.471653,18.794874,1309.829442,294.711624,184.296598,144.80447,868.083042,441.7464,1309.829442
2024-08,E-PCP-01,East District 1,East,Primary Care,Medicaid,48.071073,3468.808538,45.667519,11.296702,8.472525,902.347024,203.028079,143.499936,112.749949,598.026066,304.320957,902.347024
2024-08,E-PCP-02,East District 2,East,Primary Care,Cash,83.637574,7360.106555,85.310327,19.65483,12.579091,1184.088109,266.419825,176.79309,138.908855,784.74859,399.339519,1184.088109
2024-08,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,88.577997,7483.069128,86.806436,20.815828,14.154764,1029.976702,231.744758,144.92055,113.866145,682.61201,347.364692,1029.976702
2024-08,N-CAR-01,North District 1,North,Cardiology,Commercial,134.360154,18283.72993,134.360154,22.169425,15.740292,1199.644241,221.934185,163.62081,128.559208,773.104068,426.540173,1199.644241
2024-08,N-CAR-01,North District 1,North,Cardiology,Medicaid,173.955062,17973.037023,165.25731,28.702585,21.526939,1553.170197,287.336486,211.83861,166.44462,1000.931905,552.238292,1553.170197
2024-08,N-CAR-02,North District 2,North,Cardiology,Cash,145.040163,18275.060559,147.940966,23.931628,15.316243,1295.001457,239.575269,176.626687,138.778112,834.556494,460.444962,1295.001457
2024-08,N-CAR-02,North District 2,North,Cardiology,Medicare Part D,151.2123,18290.639896,148.188055,24.95003,16.966021,1350.109827,249.770318,184.14298,144.683768,870.070778,480.039049,1350.109827
2024-08,N-END-01,North District 1,North,Endocrinology,Commercial,119.486358,13936.888818,119.486358,24.494703,17.391239,1183.03325,242.521817,167.867852,131.89617,763.78287,419.25038,1183.03325
2024-08,N-END-01,North District 1,North,Endocrinology,Medicaid,148.257948,13129.723846,140.845051,30.39288,22.794659,1467.900472,300.919595,208.289412,163.655966,947.697147,520.203325,1467.900472
2024-08,N-END-02,North District 2,North,Endocrinology,Cash,89.689569,9686.473452,91.48336,18.386362,11.767272,1106.293916,226.790253,169.324662,133.040807,714.238879,392.055038,1106.293916
2024-08,N-END-02,North District 2,North,Endocrinology,Medicare Part D,111.434104,11553.487946,109.205422,22.84399,15.533914,1103.307965,226.178134,156.555142,123.007612,712.311106,390.996859,1103.307965
2024-08,N-PCP-01,North District 1,North,Primary Care,Commercial,86.65015,8235.230238,86.65015,20.362785,14.457576,1159.515725,260.891037,170.46524,133.936973,768.463362,391.052363,1159.515725
2024-08,N-PCP-01,North District 1,North,Primary Care,Medicaid,95.41512,6885.155039,90.644364,22.422553,16.816915,1561.819582,351.409405,241.537067,189.779124,1035.088271,526.731311,1561.819582
2024-08,N-PCP-02,North District 2,North,Primary Care,Cash,60.051466,5284.52898,61.252495,14.112095,9.031741,967.17942,217.61537,149.03534,117.099195,640.99342,326.186,967.17942
2024-08,N-PCP-02,North District 2,North,Primary Care,Medicare Part D,104.442663,8823.316096,102.353809,24.544026,16.689937,1214.449558,273.25115,170.876386,134.260018,804.870491,409.579066,1214.449558
2024-08,S-CAR-01,South District 1,South,Cardiology,Cash,133.371224,16804.774226,136.038649,22.006252,14.084001,1190.814501,220.300683,162.416513,127.612974,767.413789,423.400711,1190.814501
2024-08,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,129.646762,15682.072263,127.053826,21.391716,14.546366,1157.56037,214.148668,157.880944,124.049314,745.98335,411.57702,1157.56037
2024-08,S-CAR-02,South District 2,South,Cardiology,Commercial,228.32458,31070.408854,228.32458,37.673556,26.748225,2038.612321,377.143281,278.0486,218.466756,1313.772385,724.839936,2038.612321
2024-08,S-CAR-02,South District 2,South,Cardiology,Medicaid,162.17229,16755.64106,154.063675,26.758429,20.068821,1447.966879,267.873872,197.489812,155.170565,933.134212,514.832667,1447.966879
2024-08,S-END-01,South District 1,South,Endocrinology,Cash,134.034635,14475.74049,136.715327,27.477099,17.585343,1327.075586,272.050496,188.306904,147.955424,856.778624,470.296962,1327.075586
2024-08,S-END-01,South District 1,South,Endocrinology,Medicare Part D,120.358512,12478.770536,117.951342,24.673495,16.777977,1191.668437,244.292029,169.093152,132.858905,769.357868,422.310569,1191.668437
2024-08,S-END-02,South District 2,South,Endocrinology,Commercial,67.349703,7855.669292,67.349703,13.806689,9.802749,1169.871619,239.823681,194.452372,152.784007,755.285537,414.586082,1169.871619
2024-08,S-END-02,South District 2,South,Endocrinology,Medicaid,62.591788,5543.128711,59.462197,12.831316,9.623487,897.872209,184.063802,143.136852,112.46467,579.678899,318.19331,897.872209
2024-08,S-PCP-01,South District 1,South,Primary Care,Cash,53.704845,4726.026294,54.778941,12.620639,8.077208,1202.755319,270.619946,197.080958,154.849325,797.120192,405.635128,1202.755319
2024-08,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,63.773133,5387.554353,62.497672,14.986687,10.190947,741.548067,166.848316,104.337848,81.979739,491.457348,250.090719,741.548067
2024-08,S-PCP-02,South District 2,South,Primary Care,Commercial,49.964719,4748.646902,49.964719,11.74171,8.336613,761.008215,171.226848,115.745858,90.943174,504.354464,256.653751,761.008215
2024-08,S-PCP-02,South District 2,South,Primary Care,Medicaid,61.173495,4414.279441,58.11482,14.375771,10.781828,1046.60868,235.486954,163.408231,128.392182,693.634771,352.973908,1046.60868
2024-08,W-CAR-01,West District 1,West,Cardiology,Cash,131.945693,16625.157278,134.584607,21.77104,13.933465,1178.086544,217.94601,160.680534,126.24899,759.211327,418.875216,1178.086544
2024-08,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,130.352407,15767.42719,127.745358,21.508147,14.625541,1163.86078,215.314244,158.740265,124.724493,750.043614,413.817166,1163.86078
2024-08,W-CAR-02,West District 2,West,Cardiology,Commercial,233.337144,31752.518563,233.337144,38.500629,27.335446,2083.367358,385.422961,284.152789,223.262905,1342.61452,740.752838,2083.367358
2024-08,W-CAR-02,West District 2,West,Cardiology,Medicaid,167.377554,17293.448912,159.008677,27.617296,20.712972,1494.442448,276.471852,203.828666,160.151093,963.085135,531.357313,1494.442448
2024-08,W-END-01,West District 1,West,Endocrinology,Cash,119.201478,12873.759675,121.585509,24.436303,15.639235,1492.166106,305.894051,229.376698,180.224548,963.363382,528.802724,1492.166106
2024-08,W-END-01,West District 1,West,Endocrinology,Medicare Part D,89.13773,9241.799993,87.354977,18.273235,12.4258,1172.900742,240.444652,182.852224,143.669605,757.241182,415.65956,1172.900742
2024-08,W-END-02,West District 2,West,Endocrinology,Commercial,125.60908,14651.043009,125.60908,25.74986,18.282401,1474.745829,302.322895,222.33128,174.688864,952.116605,522.629224,1474.745829
2024-08,W-END-02,West District 2,West,Endocrinology,Medicaid,82.481005,7304.517839,78.356955,16.908605,12.681454,1085.006272,222.426286,169.136794,132.893196,700.495277,384.510995,1085.006272
2024-08,W-PCP-01,West District 1,West,Primary Care,Cash,51.425037,4525.403217,52.453537,12.084884,7.734325,850.89818,191.452092,131.904946,103.6396,563.928598,286.969582,850.89818
2024-08,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,59.149854,4996.97958,57.966856,13.900215,9.452146,1128.77302,253.973929,180.059253,141.475128,748.088785,380.684235,1128.77302
2024-08,W-PCP-02,West District 2,West,Primary Care,Commercial,72.627909,6902.556462,72.627909,17.067557,12.117966,1129.042698,254.034607,172.562474,135.584801,748.267514,380.775185,1129.042698
2024-08,W-PCP-02,West District 2,West,Primary Care,Medicaid,93.495449,6746.631606,88.820676,21.97143,16.478573,1087.156385,244.610186,152.965888,120.187483,720.507564,366.648821,1087.156385
2024-09,E-CAR-01,East District 1,East,Cardiology,Commercial,186.228781,25342.012364,186.228781,30.727748,21.816702,1662.756965,307.610037,226.785271,178.188426,1071.554487,591.202478,1662.756965
2024-09,E-CAR-01,East District 1,East,Cardiology,Medicaid,179.319539,18527.29478,170.353562,29.587723,22.190793,1601.067313,296.197454,218.371349,171.577489,1031.798935,569.268378,1601.067313
2024-09,E-CAR-02,East District 2,East,Cardiology,Cash,183.878636,23168.708178,187.556209,30.339975,19.417583,1641.773537,303.728104,223.923317,175.939749,1058.031836,583.741701,1641.773537
2024-09,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,210.016983,25403.654289,205.816643,34.652801,23.563906,1875.151633,346.903053,255.754014,200.949583,1208.431054,666.72058,1875.151633
2024-09,E-END-01,East District 1,East,Endocrinology,Commercial,126.692678,14777.433971,126.692678,25.971999,18.440121,1254.38295,257.148504,177.992099,139.850935,809.847239,444.535712,1254.38295
2024-09,E-END-01,East District 1,East,Endocrinology,Medicaid,119.303957,10565.558432,113.33876,24.457311,18.342983,1181.227298,242.151596,167.611595,131.694824,762.616922,418.610376,1181.227298
2024-09,E-END-02,East District 2,East,Endocrinology,Cash,139.129084,15025.941119,141.911666,28.521463,18.253736,1486.971558,304.829169,217.18635,170.646417,960.009708,526.96185,1486.971558
2024-09,E-END-02,East District 2,East,Endocrinology,Medicare Part D,148.832027,15430.904513,145.855386,30.510565,20.747184,1473.584422,302.084806,209.095941,164.289669,951.366785,522.217637,1473.584422
2024-09,E-PCP-01,East District 1,East,Primary Care,Commercial,113.038215,10743.152011,113.038215,26.563981,18.860426,1314.397857,295.739519,184.939387,145.309519,871.110736,443.287121,1314.397857
2024-09,E-PCP-01,East District 1,East,Primary Care,Medicaid,48.238733,3480.907024,45.826797,11.336103,8.502077,905.494224,203.7362,144.000435,113.143199,600.111858,305.382366,905.494224
2024-09,E-PCP-02,East District 2,East,Primary Care,Cash,83.929286,7385.777082,85.60787,19.723382,12.622965,1188.217965,267.349043,177.409708,139.39334,787.485631,400.732334,1188.217965
2024-09,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,88.886938,7509.168523,87.109199,20.88843,14.204132,1033.569047,232.553036,145.426003,114.263287,684.99282,348.576227,1033.569047
2024-09,N-CAR-01,North District 1,North,Cardiology,Commercial,134.828776,18347.499791,134.828776,22.246749,15.79519,1203.828356,222.708246,164.191487,129.007598,775.800495,428.02786,1203.828356
2024-09,N-CAR-01,North District 1,North,Cardiology,Medicaid,174.561781,18035.723252,165.833692,28.802694,21.602022,1558.587332,288.338658,212.577459,167.025145,1004.422947,554.164385,1558.587332
2024-09,N-CAR-02,North District 2,North,Cardiology,Cash,145.546034,18338.800183,148.456954,24.015095,15.369662,1299.518153,240.410859,177.242725,139.26214,837.467253,462.0509,1299.518153
2024-09,N-CAR-02,North District 2,North,Cardiology,Medicare Part D,151.739698,18354.433857,148.704904,25.03705,17.025194,1354.818731,250.641466,184.785232,145.188396,873.105405,481.713326,1354.818731
2024-09,N-END-01,North District 1,North,Endocrinology,Commercial,119.903101,13985.497795,119.903101,24.580137,17.451896,1187.159423,243.367683,168.45334,132.356196,766.446785,420.712637,1187.159423
2024-09,N-END-01,North District 1,North,Endocrinology,Medicaid,148.77504,13175.517601,141.336289,30.498882,22.874163,1473.020203,301.969141,209.015881,164.226764,951.002518,522.017685,1473.020203
2024-09,N-END-02,North District 2,North,Endocrinology,Cash,90.002388,9720.257863,91.802434,18.450489,11.808315,1110.152441,227.58125,169.915231,133.504825,716.729998,393.422443,1110.152441
2024-09,N-END-02,North District 2,North,Endocrinology,Medicare Part D,111.822763,11593.784117,109.586309,22.923666,15.588094,1107.156073,226.966995,157.101172,123.436636,714.795501,392.360572,1107.156073
2024-09,N-PCP-01,North District 1,North,Primary Care,Commercial,86.952368,8263.953015,86.952368,20.433807,14.508003,1163.559875,261.800971,171.059787,134.404117,771.143602,392.416273,1163.559875
2024-09,N-PCP-01,North District 1,North,Primary Care,Medicaid,95.747907,6909.169032,90.960513,22.500759,16.875568,1567.266882,352.635047,242.379497,190.441034,1038.698444,528.568438,1567.266882
2024-09,N-PCP-02,North District 2,North,Primary Care,Cash,60.260913,5302.96032,61.46613,14.161314,9.063241,970.552742,218.374367,149.555143,117.507614,643.229072,327.32367,970.552742
2024-09,N-PCP-02,North District 2,North,Primary Care,Medicare Part D,104.806935,8854.089993,102.710798,24.62963,16.748148,1218.685305,274.204193,171.472368,134.728289,807.677713,411.007592,1218.685305
2024-09,S-CAR-01,South District 1,South,Cardiology,Cash,133.836395,16863.385795,136.513124,22.083005,14.133125,1194.967814,221.069047,162.982987,128.058063,770.090369,424.877445,1194.967814
2024-09,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,130.098943,15736.768081,127.496963,21.466326,14.597101,1161.597701,214.895574,158.431601,124.481972,748.585185,413.012516,1161.597701
2024-09,S-CAR-02,South District 2,South,Cardiology,Commercial,229.120929,31178.776002,229.120929,37.804953,26.841517,2045.722579,378.458678,279.018375,219.228725,1318.35455,727.368028,2045.722579
2024-09,S-CAR-02,South District 2,South,Cardiology,Medicaid,162.737913,16814.081262,154.601018,26.851755,20.138817,1453.017086,268.808161,198.178616,155.711767,936.38879,516.628296,1453.017086
2024-09,S-END-01,South District 1,South,Endocrinology,Cash,134.502119,14526.228871,137.192161,27.572934,17.646678,1331.704152,272.99935,188.96368,148.471462,859.766891,471.937262,1331.704152
2024-09,S-END-01,South District 1,South,Endocrinology,Medicare Part D,120.778298,12522.293902,118.362732,24.759553,16.836494,1195.824731,245.144069,169.682914,133.32229,772.041229,423.783502,1195.824731
2024-09,S-END-02,South District 2,South,Endocrinology,Commercial,67.584606,7883.068238,67.584606,13.854844,9.83694,1173.951888,240.660137,195.130581,153.316886,757.919816,416.032073,1173.951888
2024-09,S-END-02,South District 2,South,Endocrinology,Medicaid,62.810095,5562.461996,59.66959,12.87607,9.657052,901.0038,184.705778,143.636082,112.856923,581.7007,319.3031,901.0038
2024-09,S-PCP-01,South District 1,South,Primary Care,Cash,53.892155,4742.509694,54.969998,12.664657,8.10538,1206.950279,271.563813,197.768336,155.389407,799.900381,407.049898,1206.950279
2024-09,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,63.995563,5406.345026,62.71565,15.038958,10.226491,744.134435,167.430247,104.701758,82.265666,493.171448,250.962987,744.134435
2024-09,S-PCP-02,South District 2,South,Primary Care,Commercial,50.138987,4765.209199,50.138987,11.782662,8.36569,763.662454,171.824052,116.149555,91.260365,506.113547,257.548907,763.662454
2024-09,S-PCP-02,South District 2,South,Primary Care,Medicaid,61.386856,4429.675533,58.317513,14.425911,10.819433,1050.259034,236.308283,163.978165,128.839987,696.054026,354.205008,1050.259034
2024-09,W-CAR-01,West District 1,West,Cardiology,Cash,132.40589,16683.14238,135.05401,21.846972,13.982063,1182.195461,218.706162,161.240952,126.689319,761.859299,420.336162,1182.195461
2024-09,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,130.807049,15822.420708,128.190907,21.583163,14.67655,1167.920087,216.065216,159.293918,125.159508,752.659611,415.260476,1167.920087
2024-09,W-CAR-02,West District 2,West,Cardiology,Commercial,234.150976,31863.264764,234.150976,38.634911,27.430786,2090.63371,386.767236,285.143853,224.041601,1347.29728,743.33643,2090.63371
2024-09,W-CAR-02,West District 2,West,Cardiology,Medicaid,167.961332,17353.764878,159.563265,27.713619,20.785216,1499.654754,277.43613,204.539578,160.709669,966.444175,533.21058,1499.654754
2024-09,W-END-01,West District 1,West,Endocrinology,Cash,119.617228,12918.66068,122.009573,24.521532,15.693779,1497.370471,306.960948,230.176716,180.853135,966.723392,530.647079,1497.370471
2024-09,W-END-01,West District 1,West,Endocrinology,Medicare Part D,89.448624,9274.033477,87.659653,18.336969,12.469138,1176.991576,241.283274,183.489975,144.170695,759.882281,417.109295,1176.991576
2024-09,W-END-02,West District 2,West,Endocrinology,Commercial,126.047178,14702.14281,126.047178,25.839671,18.346167,1479.889435,303.377335,223.106726,175.298141,955.437391,524.452044,1479.889435
2024-09,W-END-02,West District 2,West,Endocrinology,Medicaid,82.768683,7329.994484,78.630248,16.96758,12.725685,1088.790551,223.202063,169.726708,133.356699,702.93846,385.852091,1088.790551
2024-09,W-PCP-01,West District 1,West,Primary Care,Cash,51.604397,4541.186886,52.636486,12.127033,7.761302,853.865938,192.119835,132.365003,104.001073,565.895465,287.970473,853.865938
2024-09,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,59.356155,5014.40801,58.169032,13.948697,9.485114,1132.709945,254.859738,180.687261,141.968565,750.697964,382.011981,1132.709945
2024-09,W-PCP-02,West District 2,West,Primary Care,Commercial,72.881221,6926.631148,72.881221,17.127087,12.160232,1132.980565,254.920627,173.164336,136.057693,750.877316,382.10325,1132.980565
2024-09,W-PCP-02,West District 2,West,Primary Care,Medicaid,93.821542,6770.162459,89.130464,22.048063,16.536047,1090.948161,245.463335,153.499401,120.606671,723.020546,367.927615,1090.948161
2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,197.002338,26808.078169,197.002338,32.505386,23.078824,1758.949449,325.405648,239.90507,188.496841,1133.5452,625.40425,1758.949449
2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,189.693388,19599.121,180.20872,31.299409,23.474558,1693.690976,313.332831,231.004394,181.503452,1091.489741,602.201235,1693.690976
